city_id,cnes_id,name
1304401,2016567,UNIDADE HOSPITALAR DE URUCURITUBA
1304401,2017911,UNIDADE HOSPITALAR DE ITAPEACU
1400050,4004876,HOSPITAL EPITACIO DE ANDRADE LUCENA
1400100,2319659,HOSPITAL GERAL DE RORAIMA HGR
1400100,5101344,HOSPITAL DA MULHER
1400100,6185177,HOSPITAL UNIMED DE BOA VISTA
1400100,7521251,HOSPITAL LOTTY IRIS
1400100,9472339,HOSPITAL DAS CLINICAS DR WILSON FRANCO RODRIGUES
1400100,9937854,HOSPITAL DA MULHER
1400159,2320045,HOSPITAL PEDRO ALVARO RODRIGUES
1400308,2320886,HOSPITAL JOSE GUEDES CATAO
1400456,2476827,HOSPITAL DELIO DE OLIVEIRA TUPINAMBA
1400472,7470371,HOSPITAL REGIONAL SUL GOVERNADOR OTTOMAR DE SOUZA PINTO
1400605,2320800,HOSPITAL FRANCISCO RICARDO DE MACEDO
1500107,2318482,HOSPITAL MUNICIPAL DE SANTA ROSA
1500107,2318660,HOSPITAL JULIA SEFER
1500107,2318687,CLINICA CIRURGICA E MATERNIDADE DR EDILSON SOUZA
1500107,2318695,HOSPITAL GERAL DE ABAETETUBA
1500107,7905602,SINTESE MEDICA SERVICOS
1500131,2329387,HOSPITAL MUNICIPAL DE ABEL FIGUEIREDO ALTAIR ATAIDE MATEUS
1500206,2329484,HOSPITAL MUNICIPAL DE ACARA
1500347,2615738,HOSPITAL MUNICIPAL DE AGUA AZUL DO NORTE
1500404,2331861,HOSPITAL SANTO ANTONIO
1500503,2331470,HOSPITAL MUNICIPAL DE MONTE DOURADO
1500503,2331748,HOSPITAL MUNICIPAL DE ALMERIM
1500602,2330350,HOSPITAL DAS CLINICAS DE ALTAMIRA LTDA
1500602,2330830,HOSPITAL GERAL DE ALTAMIRA SAO RAFAEL
1500602,2676044,HOSPITAL SANTO AGOSTINHO
1500602,5022339,CLINICA SAO VICENTE LTDA
1500602,5597501,HOSPITAL REGIONAL PUBLICO DA TRANSAMAZONICA
1500701,2313049,HMA TEONILA SOARES ALVES
1500800,2328496,HOSPITAL E MATERNIDADE FREI SAMARATE
1500800,2328534,HOSPITAL CAMILO SALGADO LTDA
1500800,2328542,HOSPEMAT DR HELIO ALVES
1500800,2328658,HOSPITAL SANTA MARIA
1500800,2328755,INISA
1500800,2328798,HOSPITAL DAS CLINICAS DE ANANINDEUA
1500800,2615827,HOSPITAL E MATERNIDADE SAO CAMILO
1500800,2615835,HOSPITAL ANITA GEROSA
1500800,3144704,CLIMEC
1500800,3865886,CLINICA SANTA EDWIGES
1500800,6250564,HOSPITAL MODELO DE ANANINDEUA
1500800,7283458,HOSPITAL SANTA MARIA DE ANANINDEUA
1500800,7283482,CLINICA MATERNO INFANTIL HANNA
1500859,2330938,HOSPITAL MUNICIPAL OSCAR DE DEA
1500909,2678578,HOSPITAL MATERNIDADE SAO MIGUEL
1500958,5572924,HOSPITAL MUNICIPAL DE AURORA DO PARA
1501204,4005732,HOSPITAL MUNICIPAL SAO JOAQUIM
1501253,2676001,HOSPITAL MUNICIPAL JOSE VIEIRA DOS SANTOS
1501303,2311763,HOSPITAL E MATERNIDADE DR AFONSO RODRIGUES ALMEIDA NEVES
1501303,2314037,HOSPITAL MUNICIPAL WANDICK GUTIERREZ
1501303,6289754,HOSPITAL SAO JOSE
1501402,2332671,HOSPITAL D LUIZ I
1501402,2332787,CENTROCARDIO
1501402,2332981,HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO
1501402,2333031,HOSPITAL DE CLINICAS GASPAR VIANA
1501402,2333112,HOSPITAL SAMARITANO
1501402,2334321,HOSPITAL OPHIR LOYOLA
1501402,2337274,HOSPITAL NOSSA SENHORA DE NAZARE
1501402,2337339,HOSPITAL PRONTO SOCORRO MUNICIPAL MARIO PINOTTI
1501402,2340992,HOSPITAL ORDEM TERCEIRA
1501402,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
1501402,2752700,SANTA CASA DE MISERICORDIA DO PARA
1501402,3106225,HOSPITAL AMAZONIA
1501402,3240231,HOSPITAL GUADALUPE
1501402,3656969,HOSPITAL ADVENTISTA DE BELEM
1501402,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
1501402,5332427,MATERNIDADE SAUDE DA CRIANCA
1501402,5346630,HOSPITAL NAVAL DE BELEM
1501402,5654335,HOSPITAL LAYR MAIA
1501402,6522734,HOSPITAL GERAL UNIMED
1501402,7453124,HOSPITAL DE AERONAUTICA DE BELEM
1501402,7485654,HOSPITAL NORTE SAUDE
1501402,7486413,HOSPITAL PUBLICO ESTADUAL GALILEU
1501402,7967012,HOSPITAL JEAN BITAR
1501402,9387137,HOSPITAL GERAL DE BELEM
1501402,9917322,HOSPITAL REGIONAL PUBLICO DR ABELARDO SANTOS
1501451,3738698,HOSPITAL MUNICIPAL DE BELTERRA
1501501,2316366,MATERNIDADE DO POVO
1501501,7821174,HOSPITAL MATERNIDADE MUNICIPAL DE BENEVIDES
1501576,2678624,HOSPITAL E MATERNIDADE POPULAR
1501709,2678322,HOSPITAL DAS CLINICAS DE BRAGANCA
1501709,2678403,HOSPITAL SANTO ANTONIO MARIA ZACCARIA
1501709,2678756,HOSPITAL GERAL DE BRAGANCA
1501725,2616114,HOSPITAL NATALIA ARRAES LTDA
1501725,7685610,HOSPITAL MUNICIPAL DE BRASIL NOVO
1501725,9031103,HOSPITAL MUNICIPAL MARIA JOSE BIANCARDI
1501758,2312166,HOSPITAL MUNICIPAL DE BREJO GRANDE DO ARAGUAIA
1501782,2678500,UNIDADE MISTA DE SAUDE DR INACIO GABRIEL
1501808,2418657,HOSPITAL MUNICIPAL MARIA SANTANA ROCHA FRANCO
1501808,6710158,HOSPITAL REGIONAL PUBLICO DO MARAJO
1501907,2675951,HOSPITAL SAO LUCAS
1502103,2313367,HOSPITAL REGIONAL DE CAMETA
1502103,2418665,HOSPITAL DE CAMETA
1502152,2677563,HOSPITAL MUNICIPAL DANIEL GONCALVES
1502152,5874645,HOSPITAL 05 DE OUTUBRO
1502202,2334356,SAUDE CENTER HOSPITAL E MATERNIDADE
1502202,2622467,HOSPITAL SAO JOAQUIM
1502202,6032524,HOSPITAL GERAL DE CLINICAS
1502202,6500552,ASSOCIACAO GUIOMAR JESUS
1502202,6807542,HOSPITAL DAS CLINICAS DE CAPANEMA
1502202,7360347,CLINICA DR JOAO PEDROSA
1502202,9685871,HOSPITAL REGIONAL PUBLICO DOS CAETES DR JORGE NETO DA COSTA
1502301,2330962,HOSPITAL MATERNIDADE DO POVO CAPITAO POCO
1502301,2616491,CLINICA CIRURGICA E GENECOLOGICA DO PARA
1502400,0007641,ABSJ
1502400,0007684,ABEM
1502400,2674769,HOSP MUN URG EMERG MARIA LAISE PEREIRA
1502509,2316080,HOSPITAL MUNICIPAL DE CHAVES
1502707,2328968,HOSPITAL SAO LUCAS
1502707,2328976,HOSPITAL MODELO
1502707,2328992,HOSPITAL REGIONAL DE CONCEICAO DO ARAGUAIA
1502756,2622319,HOSPITAL E MATERNIDADE JOAO LINS DE OLIVEIRA
1502764,2318059,HOSPITAL MUNICIPAL JOAO VIEIRA DA CUNHA
1502772,2312158,HOSPITAL E MATERNIDADE ELCIONE BARBALHO
1502806,2615843,HOSPITAL MUNICIPAL DE CURRALINHO
1502905,2311992,HOSPITAL MUNICIPAL DE CURUCA
1502939,2677571,HOSP MUNIC DE DOM ELISEU
1502939,2677598,HOSPITAL DAS CLINICAS DE DOM ELISEU
1502954,2312085,HOSPITAL MATERNIDADE MENINO JESUS
1502954,3003469,HOSPITAL MUNICIPAL DE ELDORADO DO CARAJAS
1503044,2418673,HOSPITAL MUNICIPAL DE FLORESTA DO ARAGUAIA
1503077,9601503,HOSPITAL E MATERNIDADE MUNICIPAL MANOEL GONCALVES EUFRASIO
1503101,2313057,HOSPITAL MUNICIPAL DE GURUPA JAIME ABENATHAR
1503200,2804638,HOSPITAL MATERNIDADE JOSE BERNARDO DA SILVEIRA
1503309,2317397,HOSPITAL E MATERNIDADE SANTANA
1503309,2757214,HOSPITAL DR AFONSO RODRIGUES
1503408,2317931,HOSPITAL MUNICIPAL DE INHANGAPI
1503457,2616483,HOSPITAL SANTA CLARA
1503457,9633758,HOSPITAL GERAL DE IPIXUNA DO PARA
1503507,2330970,HOSPITAL MUNICIPAL DE IRITUIA
1503606,2330997,HOSPITAL E MATERNIDADE CRISTO SALVADOR
1503606,2331004,HOSPITAL MENINO JESUS
1503606,2331012,HOSPITAL DOM BOSCO
1503606,2331020,CASA DE SAUDE E MATERNIDADE SANTO ANTONIO
1503606,2331098,HOSPITAL MUNICIPAL DE ITAITUBA
1503606,2331101,HOSPITAL SAO VICENTE
1503705,2615711,HOSPITAL MUNICIPAL DE ITUPIRANGA
1503705,3009963,HOSPITAL NOSSA SENHORA DE NAZARE
1503804,2312050,HOSPITAL MUNICIPAL MARIA CECILIA DE OLIVEIRA
1503804,2312069,HOSPITAL SAMARITANO
1503804,2312115,CLINICA SANTA HELENA
1503804,6234577,HOSPITAL SAO LUCAS
1503903,2316757,HOSPITAL MUNICIPAL DE JURUTI FRANCISCO RODRIGUES BARROS
1503903,7050917,HOSPITAL NOVE DE ABRIL DE JURUTI
1503903,7712103,HOSPITAL NOVE DE ABRIL NA PROVIDENCIA DE DEUS
1504000,2772329,HOSPITAL MUNICIPAL DE LIMOEIRO DO AJURU
1504059,2677377,HOSPITAL E MATERNIDADE NOSSA SENHORA DE FATIMA
1504059,2677407,HOSPITAL MUNICIPAL DR SILAS FREITAS
1504208,2615770,CLIMEC
1504208,2615797,HOSPITAL MUNICIPAL DE MARABA
1504208,2615800,HOSPITAL SANTA TEREZINHA
1504208,2615819,HOSPITAL DO EXERCITO
1504208,9620982,MED LAB MEDICINA E LABORATORIO DE CONFIANCA
1504307,2793903,HOSPITAL MUNICIPAL DE MARACANA
1504406,2621584,HOSPITAL MUNICIPAL DE MARAPANIM
1504422,2316471,HOSPITAL DR AUGUSTO CHAVES
1504422,2619717,HOSPITAL DA DIVINA PROVIDENCIA
1504604,2677431,HOSPITAL MUNICIPAL MARIA DO CARMO GOMES
1504703,2697289,HOSPITAL E MATERNIDADE DIVINO ESPIRITO SANTO
1504802,2652706,HOSPITAL MUNICIPAL DE MONTE ALEGRE
1504950,5968496,HOSPITAL E MATERNIDADE MUNICIPAL RUBEN ALFREDO TUTAYA MENESE
1504976,9154388,HOSPITAL MUNICIPAL DE NOVA IPIXUNA
1505031,2331578,HOSPITAL MUNICIPAL DE NOVO PROGRESSO
1505031,5886201,CLINICA SINHA
1505064,2312123,HOSPITAL MUNICIPAL SAO FRANCISCO
1505106,2332299,HOSPITAL SANTA CASA DE MISERICORDIA DE OBIDOS
1505205,6578373,HOSPITAL DE PEQUENO PORTE
1505304,2331969,HOSPITAL MUNICIPAL DE ORIXIMINA
1505304,2619938,HOSPITAL MATERNIDADE SAO DOMINGOS SAVIO
1505304,6312314,HOSPITAL DE PORTO TROMBETAS
1505403,2313669,HOSPITAL MUNICIPAL LUIZ CARLOS DE SOUSA
1505437,2318865,HOSPITAL SANTA LUCIA LTDA
1505437,2322935,HOSPITAL MUNICIPAL JADSON PESCONI
1505486,2616211,UNIDADE MISTA DE PACAJA
1505486,9042539,H C P
1505502,2318628,HOSPITAL MUNICIPAL DE PARAGOMINAS
1505502,2318644,HOSPITAL SAO PAULO
1505502,2318652,CASA DE SAUDE DE PARAGOMINAS
1505502,5260663,DIAGNOSE CENTRO MEDICO E DIAGNOSTICO LTDA
1505502,7047665,HOSPITAL GERAL DE PARAGOMINAS
1505502,7563701,HOSPITAL REGIONAL PUBLICO DO LESTE DO PARA
1505536,2614634,CLINICA SANTA TEREZINHA
1505536,2615746,HOSPITAL GERAL DE PARAUAPEBAS MANOEL EVALDO BENEVIDES ALVES
1505536,2615754,HCP
1505536,2615762,HOSPITAL SAO SEBASTIAO
1505536,2673886,HOSPITAL YUTAKA TAKEDA
1505536,3537234,RAMALHO E ROCHA LTDA
1505551,2615991,HOSPITAL MUNICIPAL ENFERMEIRA ANTONIA PINHEIRO CAVALCANTE
1505650,3654796,HOSPITAL MUNICIPAL DE PLACAS
1505809,2676923,HOSPITAL MUNICIPAL DE SAUDE DE PORTEL
1505908,2711184,HOSPITAL MUNICIPAL ANA NERY
1506138,2316641,HOSPITAL MUNICIPAL DR IRACI MACHADO DE ARAUJO
1506138,2316668,HOSPITAL SAO VICENTE
1506138,2504944,HOSPITAL SAO LUCAS
1506138,3185591,HOSPITAL SANTA MONICA
1506138,5498465,HOSPITAL REGIONAL PUBLICO DO ARAGUAIA
1506161,2317990,HOSPITAL MUNICIPAL DE RIO MARIA
1506161,2318318,HOSPITAL SAO FRANCISCO DE ASSIS
1506161,2318326,CLINICA BELLA PLASTICA
1506187,2312077,HOSPITAL E MATERNIDADE MENINO JESUS
1506187,2312093,HOSPITAL SAO JOSE
1506187,2312131,HOSPITAL MUNICIPAL DE RONDON DO PARA
1506187,2677040,CLINICA MONTE SINAI
1506195,2331292,HOSPITAL MUNICIPAL DE RUROPOLIS
1506203,2314819,HOSPITAL REGIONAL DR OLIMPIO CARDOSO DA SILVEIRA
1506203,2676435,HOSPITAL E MATERNIDADE FREI DANIEL SAMARATE
1506302,2316064,HOSPITAL MUNICIPAL DE PEQUENO PORTE DR ALMIR GABRIEL
1506500,2620103,SANTA IZABEL HOSPITAIS
1506500,9177140,HOSPITAL MUNICIPAL DR EDILSON ABREU
1506559,9282912,HOSPITAL MUNICIPAL JOSE LUIZ DE LIMA
1506583,2333589,HOSPITAL MUNICIPAL DE SANTA MARIA DAS BARREIRAS
1506609,2674785,HOSPITAL DA ORDEM TERCEIRA UNIDADE DE SANTA MARIA DO PARA
1506708,2329565,HOSPITAL MUNICIPAL SAO FRANCISCO DE ASSIS
1506807,2329891,HOSPITAL E MATERNIDADE SAGRADA FAMILIA
1506807,2329905,HOSPITAL MUNICIPAL DE SANTAREM
1506807,2329913,HOSPITAL IMACULADA CONCEICAO
1506807,2330059,CLINICA SANTA ROSA DE LIMA
1506807,2330083,HOSPITAL E MATERNIDADE JOAO XXIII
1506807,6440630,HOSPITAL UNIMED
1506807,8001448,MATERNIDADE IRMA DULCE
1507003,2314436,HOSPITAL E MATERNIDADE SANTO ANTONIO
1507151,2312298,HOSPITAL MUNICIPAL DE SAO DOMINGOS DO ARAGUAIA
1507151,2676109,UNICLINICA
1507201,2317958,HOSPITAL MUNICIPAL DE SAO DOMINGOS DO CAPIM
1507300,2694530,UNIDADE MUNICIPAL MATERNO INFANTIL NS DAS MERCES
1507300,2694891,HOSPITAL MUNICIPAL ORZEU JONAS GUIDA
1507300,6446132,HOSPITAL E MATERNIDADE SAO LUCAS
1507300,7896824,COMPLEXO HOSPITALAR XINGU
1507458,2333430,HOSPITAL MUNICIPAL DE SAO GERALDO DO ARAGUAIA
1507474,2676125,HOSPITAL MUNICIPAL DE S J PIRABAS
1507474,2819864,HOSPITAL CENTRAL DE PIRABAS
1507607,2616505,HOSPITAL SAO MIGUEL ARCANJO
1507607,2676192,HOSPITAL MUNICIPAL DE SAO MIGUEL DO GUAMA
1507706,2316021,HOSPITAL MUNDE SAO SEBASTIAO DA BOA VISTA
1507755,3001083,HOSPITAL MUNICIPAL DE SAPUCAIA
1507904,2316552,HOSPITAL MUNICIPAL MENINO DEUS
1507953,6779069,HOSPITAL GERAL DE TAILANDIA
1507979,2619946,HOSPITAL FREI ELIZEU EISMANN
1508001,2360411,HOSPITAL MUNICIPAL DE TOME ACU
